id,committees,congress,bill_type,bill_number,bill_version,title,text_length,policy_area,legislative_subjects
118hjres4ih,['Judiciary Committee'],118.0,House Concurrent Resolution,4.0,Introduced (House),Proposing an amendment to the Constitution of the United States to prohibit Members of Congress from receiving compensation during a fiscal year unless both Houses of Congress have agreed to a concurrent resolution on the budget for that fiscal year prior to the beginning of that fiscal year.,1123.0,Congress,"['Budget process', 'Constitution and constitutional amendments', 'Government employee pay, benefits, personnel management', 'Legislative rules and procedure', 'Members of Congress']"
118hjres3ih,['Judiciary Committee'],118.0,House Concurrent Resolution,3.0,Introduced (House),Proposing an amendment to the Constitution of the United States to limit the number of terms that a Member of Congress may serve.,2221.0,Congress,"['Congressional elections', 'Constitution and constitutional amendments', 'House of Representatives', 'Members of Congress', 'Senate']"
118hjres21ih,['Judiciary Committee'],118.0,House Concurrent Resolution,21.0,Introduced (House),Proposing a balanced budget amendment to the Constitution of the United States.,3665.0,Economics and Public Finance,"['Budget deficits and national debt', 'Constitution and constitutional amendments', 'Economic performance and conditions', 'Income tax rates', 'Legislative rules and procedure']"
118hjres9ih,['Judiciary Committee'],118.0,House Concurrent Resolution,9.0,Introduced (House),Proposing an amendment to the Constitution of the United States prohibiting the United States Government from increasing its debt except for a specific purpose by law adopted by three-fourths of the membership of each House of Congress.,805.0,Economics and Public Finance,"['Budget deficits and national debt', 'Constitution and constitutional amendments', 'Legislative rules and procedure']"
118hjres44eh,['Judiciary Committee'],118.0,House Concurrent Resolution,44.0,Engrossed (House),"Providing for congressional disapproval under chapter 8 of title 5, United States Code, of the rule submitted by the Bureau of Alcohol, Tobacco, Firearms, and Explosives relating to Factoring Criteria for Firearms with Attached Stabilizing Braces.",254.0,Crime and Law Enforcement,"['Administrative law and regulatory procedures', 'Congressional oversight', 'Department of Justice', 'Firearms and explosives']"
118hjres26enr,"['Homeland Security and Governmental Affairs Committee', 'Oversight and Accountability Committee']",118.0,House Concurrent Resolution,26.0,Enrolled,Disapproving the action of the District of Columbia Council in approving the Revised Criminal Code Act of 2022.,351.0,Government Operations and Politics,"['Congressional oversight', 'Criminal procedure and sentencing', 'District of Columbia', 'Due process and equal protection', 'State and local government operations', 'Violent crime']"
118hjres70ih,['Foreign Affairs Committee'],118.0,House Concurrent Resolution,70.0,Introduced (House),"Relating to a national emergency declared by the President on February 25, 2011.",214.0,Emergency Management,"['Libya', 'Middle East', 'Presidents and presidential powers, Vice Presidents', 'War and emergency powers']"
118hjres30enr,['Education and the Workforce Committee'],118.0,House Concurrent Resolution,30.0,Enrolled,"Providing for congressional disapproval under chapter 8 of title 5, United States Code, of the rule submitted by the Department of Labor relating to Prudence and Loyalty in Selecting Plan Investments and Exercising Shareholder Rights.",254.0,Labor and Employment,"['Administrative law and regulatory procedures', 'Business ethics', 'Climate change and greenhouse gases', 'Congressional oversight', 'Department of Labor', 'Employee benefits and pensions', 'Financial services and investments']"
118hjres64enr,"['Rules and Administration Committee', 'Committee on House Administration']",118.0,House Concurrent Resolution,64.0,Enrolled,Providing for the reappointment of Roger W. Ferguson as a citizen regent of the Board of Regents of the Smithsonian Institution.,500.0,Government Operations and Politics,"['Federal officials', 'Museums, exhibitions, cultural centers', 'Smithsonian Institution']"
118hjres79ih,['Foreign Affairs Committee'],118.0,House Concurrent Resolution,79.0,Introduced (House),"Relating to a national emergency declared by the President on May 11, 2004.",209.0,Emergency Management,"['Middle East', 'Presidents and presidential powers, Vice Presidents', 'Syria', 'War and emergency powers']"
118hjres14ih,['Oversight and Accountability Committee'],118.0,House Concurrent Resolution,14.0,Introduced (House),"Amending title 36, United States Code, to direct the President to issue an annual proclamation establishing Democracy Day.",1138.0,Government Operations and Politics,"['Commemorative events and holidays', 'Sovereignty, recognition, national governance and status', 'State and local government operations', 'Teaching, teachers, curricula']"
118hjres12ih,['Judiciary Committee'],118.0,House Concurrent Resolution,12.0,Introduced (House),Proposing a balanced budget amendment to the Constitution of the United States.,4021.0,Economics and Public Finance,"['Budget deficits and national debt', 'Constitution and constitutional amendments', 'Economic performance and conditions', 'Income tax rates', 'Legislative rules and procedure']"
118hjres69ih,['Energy and Commerce Committee'],118.0,House Concurrent Resolution,69.0,Introduced (House),"Providing for congressional disapproval under chapter 8 of title 5, United States Code, of the rule submitted by the Environmental Protection Agency relating to Federal Good Neighbor Plan for the 2015 Ozone National Ambient Air Quality Standards.",262.0,Environmental Protection,"['Administrative law and regulatory procedures', 'Air quality', 'Climate change and greenhouse gases', 'Congressional oversight', 'Electric power generation and transmission', 'Environmental Protection Agency (EPA)', 'Environmental regulatory procedures', 'Industrial facilities']"
118hjres50ih,['Financial Services Committee'],118.0,House Concurrent Resolution,50.0,Introduced (House),"Providing for congressional disapproval under chapter 8 of title 5, United States Code, of the rule submitted by the Bureau of Consumer Financial Protection relating to Small Business Lending Under the Equal Credit Opportunity Act (Regulation B).",227.0,Finance and Financial Sector,"['Banking and financial institutions regulation', 'Congressional-executive branch relations', 'Consumer Financial Protection Bureau', 'Credit and credit markets', 'Small business']"
118hjres46rh,['Natural Resources Committee'],118.0,House Concurrent Resolution,46.0,Reported in (House),"Providing for congressional disapproval under chapter 8 of title 5, United States Code, of the rule submitted by the National Marine Fisheries Service relating to Endangered and Threatened Wildlife and Plants; Regulations for Listing Endangered and Threatened Species and Designating Critical Habitat.",327.0,Public Lands and Natural Resources,"['Administrative law and regulatory procedures', 'Department of Commerce', 'Wildlife conservation and habitat protection']"
118hjres28ih,['Education and the Workforce Committee'],118.0,House Concurrent Resolution,28.0,Introduced (House),"Expressing support for designation of the week of February 6, 2023, through February 10, 2023, as National School Counseling Week.",438.0,Education,"['Commemorative events and holidays', 'Educational guidance', 'Elementary and secondary education', 'Teaching, teachers, curricula']"
118hjres24rfs,"['Homeland Security and Governmental Affairs Committee', 'Oversight and Accountability Committee']",118.0,House Concurrent Resolution,24.0,Referred in (Senate),Disapproving the action of the District of Columbia Council in approving the Local Resident Voting Rights Amendment Act of 2022.,369.0,Government Operations and Politics,"['Congressional oversight', 'District of Columbia', 'Elections, voting, political campaign regulation', 'Immigration status and procedures', 'State and local government operations', 'Voting rights']"
118hjres18ih,['Foreign Affairs Committee'],118.0,House Concurrent Resolution,18.0,Introduced (House),To authorize the use of United States Armed Forces against those responsible for trafficking fentanyl or a fentanyl-related substance into the United States or carrying out other related activities that cause regional destabilization in the Western Hemisphere.,3774.0,International Affairs,"['Drug trafficking and controlled substances', 'Latin America', 'Mexico', 'Military operations and strategy', 'Organized crime', 'Smuggling and trafficking', 'Violent crime', 'War and emergency powers']"
118hjres63enr,"['Rules and Administration Committee', 'Committee on House Administration']",118.0,House Concurrent Resolution,63.0,Enrolled,Providing for the appointment of Antoinette Bush as a citizen regent of the Board of Regents of the Smithsonian Institution.,520.0,Government Operations and Politics,"['Federal officials', 'Museums, exhibitions, cultural centers', 'Smithsonian Institution']"
